id_openalex,titulo,ano,autores,revista,doi,citado_por,abstract,palavras_chave_openalex
https://openalex.org/W1986629131,Coal fly ash as a resource for rare earth elements,2015,"Wοjciech Franus, Małgorzata M. Wiatros-Motyka, Magdalena Wdowin",Environmental Science and Pollution Research,https://doi.org/10.1007/s11356-015-4111-9,384,"Rare earth elements (REE) have been recognised as critical raw materials, crucial for many clean technologies. As the gap between their global demand and supply increases, the search for their alternative resources becomes more and more important, especially for the countries which depend highly on their import. Coal fly ash (CFA), which when not utilised is considered waste, has been regarded as the possible source of many elements, including REE. Due to the increase in the energy demand, CFA production is expected to grow, making research into the use of this material a necessity. As Poland is the second biggest coal consumer in the European Union, the authors have studied different coal fly ashes from ten Polish power plants for their rare earth element content. All the fly ashes have a broadly similar distribution of rear earth elements, with light REE being dominant. Most of the samples have REE content relatively high and according to Seredin and Dai (Int J Coal Geol 94: 67-93, 2012) classification can be considered promising REE raw materials.",Fly ash; Coal; Raw material; Rare earth; Rare-earth element; Environmental science; European union; Waste management; Natural resource economics; Geology; Mineralogy; Business; Chemistry; Engineering; Economics
https://openalex.org/W2902746519,Effect of Chinese policies on rare earth supply chain resilience,2018,"Nabeel A Mancheri, Benjamin Sprecher, Gwendolyn Bailey, Jianping Ge, Arnold Tukker",Resources Conservation and Recycling,https://doi.org/10.1016/j.resconrec.2018.11.017,425,"Rare earths elements (REE) are considered as strategic resources because they interact with business and governments’ direct policy interventions. Policy interventions can have a major effect on security of rare earth supply ( Kooroshy et al., 2015 ). The purpose of this study is to scrutinize China’s REE policies and its impacts on the supply chain resilience. We analyze the supply chain dynamics by specifically targeting a number of Chinese REE policies that have disruptive tendencies. We analyze various policies placing the price at the center as an overarching feedback loop. In other words, we focus on how price responds to various resilience influencing mechanisms such as diversity of supply, regulatory frameworks, and stockpiling. In the process, we investigate Chinese influence on rest of the world (RoW) supply chain and dynamics inside the Chinese supply chain as there are two different layers of supply chain one for China and another one for rest of the world. We show that the supply chain is a complex phenomenon and resilience of a system is not solely dependent on physical disruptions but also on dynamic factors such as societal and geo-political (eg. environmental regulation, speculative market and export ban). We identify links and interdependencies even where data is not readily available and examine how the overall system reacts to various constraints and disruptions.",Supply chain; Resilience (materials science); Interdependence; Business; Industrial organization; Psychological resilience; China; Environmental economics; Economics; Marketing
https://openalex.org/W2008018897,Rare earth elements in sedimentary phosphate deposits: Solution to the global REE crisis?,2014,"Poul Emsbo, Patrick I. McLaughlin, George N. Breit, Edward A. du Bray, Alan E. Koenig",Gondwana Research,https://doi.org/10.1016/j.gr.2014.10.008,355,"The critical role of rare earth elements (REEs), particularly heavy REEs (HREEs), in high-tech industries has created a surge in demand that is quickly outstripping known global supply and has triggered a worldwide scramble to discover new sources. The chemical analysis of 23 sedimentary phosphate deposits (phosphorites) in the United States demonstrates that they are significantly enriched in REEs. Leaching experiments using dilute H2SO4 and HCl, extracted nearly 100% of their total REE content and show that the extraction of REEs from phosphorites is not subject to the many technological and environmental challenges that vex the exploitation of many identified REE deposits. Our data suggest that phosphate rock currently mined in the United States has the potential to produce a significant proportion of the world's REE demand as a byproduct. Importantly, the size and concentration of HREEs in some unmined phosphorites dwarf the world's richest REE deposits. Secular variation in phosphate REE contents identifies geologic time periods favorable for the formation of currently unrecognized high-REE phosphates. The extraordinary endowment, combined with the ease of REE extraction, indicates that such phosphorites might be considered as a primary source of REEs with the potential to resolve the global REE (particularly for HREE) supply shortage.",Phosphorite; Geology; Sedimentary rock; Rare earth; Geochemistry; Leaching (pedology); Economic shortage; Phosphate; Phosphate minerals; Mineralogy; Earth science; Environmental chemistry; Chemistry; Soil science
https://openalex.org/W2785409567,Rare Earths and the Balance Problem: How to Deal with Changing Markets?,2018,"Koen Binnemans, Peter Tom Jones, Torsten Müller, Lourdes Yurramendi",Journal of Sustainable Metallurgy,https://doi.org/10.1007/s40831-018-0162-8,313,"The balance between the market demand and the natural abundance of the rare-earth elements (REEs) in ores, often referred to as the Balance Problem (or the Balancing Problem), is a major issue for REE suppliers. The ideal situation is a perfect match between the market demand for and the production of REEs, so that there are no surpluses of any of the REEs. This means that the rare-earth industry must find new uses for REEs that are available in excess and search for substitutes for REEs that have either limited availability or are high in demand. We present an overview of the trends in the applications for the different REEs and show that the demand for REEs for use in magnets, catalysts, and alloys is still increasing, while the application of REEs in polishing agents, glass, and ceramics are stable. On the other hand, the use of REEs in nickel–metal-hydride (NiMH) batteries and lamp phosphors is decreasing. These changes in the REE market have an influence on the Balance Problem, because the REEs that can be recycled from fluorescent lamps, cathode-ray tubes (CRTs), and NiMH batteries have to be at least partly reused in other applications. Magnesium and aluminum alloys offer an opportunity to mitigate the Balance Problem caused by these changes in the REE market. This is illustrated for REEs that can be recycled from fluorescent-lamp phosphor waste, CRT phosphors, and NiMH batteries. At present, five REEs (Nd, Eu, Tb, Dy, and Y) are being considered as very critical by Europe, the United States, and Japan, but we forecast that in the medium term, only neodymium will remain a critical REE. This paper discusses the relationship between criticality and the Balance Problem and shows how this relationship influences the market for specific REEs.",Phosphor; Balance (ability); Rare earth; Natural resource economics; Waste management; Materials science; Metallurgy; Economics; Engineering
https://openalex.org/W1837916404,Europe's rare earth element resource potential: An overview of REE metallogenetic provinces and their geodynamic setting,2015,"Kathryn Goodenough, Julian Schilling, Erik Jönsson, Per Kalvig, Nicolas Charles, Johann Tuduri, Eimear Deady, Martiya Sadeghi, Henrik Schiellerup, Axel Müller, Guillaume Bertrand, Nikolaos Arvanitidis, Demetrios G. Eliopoulos, R.A. Shaw, Kristine Thrane, Nynke Keulen",Ore Geology Reviews,https://doi.org/10.1016/j.oregeorev.2015.09.019,336,"Security of supply of a number of raw materials is of concern for the European Union; foremost among these are the rare earth elements (REE), which are used in a range of modern technologies. A number of research projects, including the EURARE and ASTER projects, have been funded in Europe to investigate various steps along the REE supply chain. This paper addresses the initial part of that supply chain, namely the potential geological resources of the REE in Europe. Although the REE are not currently mined in Europe, potential resources are known to be widespread, and many are being explored. The most important European resources are associated with alkaline igneous rocks and carbonatites, although REE deposits are also known from a range of other settings. Within Europe, a number of REE metallogenetic belts can be identified on the basis of age, tectonic setting, lithological association and known REE enrichments. This paper reviews those metallogenetic belts and sets them in their geodynamic context. The most well-known of the REE belts are of Precambrian to Palaeozoic age and occur in Greenland and the Fennoscandian Shield. Of particular importance for their REE potential are the Gardar Province of SW Greenland, the Svecofennian Belt and subsequent Mesoproterozoic rifts in Sweden, and the carbonatites of the Central Iapetus Magmatic Province. However, several zones with significant potential for REE deposits are also identified in central, southern and eastern Europe, including examples in the Bohemian Massif, the Iberian Massif, and the Carpathians.",Carbonatite; Massif; Geology; Context (archaeology); Geochemistry; Precambrian; Earth science; Rift; Baltic Shield; Igneous rock; Peralkaline rock; Tectonics; Paleontology; Volcano; Mantle (geology)
https://openalex.org/W2040032536,Evaluation of the application of rare-earth elements to paleoceanography,1997,William T. Holser,Palaeogeography Palaeoclimatology Palaeoecology,https://doi.org/10.1016/s0031-0182(97)00069-2,267,"Anomalous departures of rare-earth elements (REE) from similarity of chemical behaviour are most evident in a comparison of Ce with its neighbors. Under reducing conditions Ce3+ acts like other REE, but oxidized Ce4+ is adsorbed on Mn-, Fe-oxyhydroxides, or organic particulates, and consequently the remaining solution will tend to exhibit a negative Ce anomaly. In addition, more subtle fractionations may emphasize the light, or the heavy, or the middle REE. A pattern of REE may be recorded by immediate diagenesis on a suitable chemical substrate, such as apatite (fish debris, conodonts), carbonate or chert. This record was originally thought to reflect the paleoredox conditions of primary deposition. However, any such primary record may be overprinted by late diagenetic alteration. Early analyses of REE in conodonts from a wide range of sediments suggested a prevalence of reducing conditions (no Ce anomaly) in pre-Carboniferous oceans, and more common oxidation (negative Ce anomaly) in the late Paleozoic. However, recent research by other investigators indicates that variations in Cean are more diverse in origin, and in particular many are distorted to an unknown extent by late diagenesis. In any case it is now clear that geological age does not show a consistent relationship to the level of the Ce anomaly. The Ce anomaly apparently does not play any regular role in the isotopic events that accompany prominent mass extinctions. Further research is required to understand, and thus make useful, the controls on the Ce anomaly.",Diagenesis; Geology; Paleozoic; Geochemistry; Anomaly (physics); Paleoceanography; Carbonate; Geologic record; Permian; Paleontology; Chemistry
https://openalex.org/W2407314425,Trends in the Rare Earth Element Content of U.S.-Based Coal Combustion Fly Ashes,2016,"Ross K. Taggart, James C. Hower, Gary S. Dwyer, Heileen Hsu‐Kim",Environmental Science & Technology,https://doi.org/10.1021/acs.est.6b00085,320,"Rare earth elements (REEs) are critical and strategic materials in the defense, energy, electronics, and automotive industries. The reclamation of REEs from coal combustion fly ash has been proposed as a way to supplement REE mining. However, the typical REE contents in coal fly ash, particularly in the United States, have not been comprehensively documented or compared among the major types of coal feedstocks that determine fly ash composition. The objective of this study was to characterize a broad selection of U.S. fly ashes of varied geological origin in order to rank their potential for REE recovery. The total and nitric acid-extractable REE content for more than 100 ash samples were correlated with characteristics such as the major element content and coal basin to elucidate trends in REE enrichment. Average total REE content (defined as the sum of the lanthanides, yttrium, and scandium) for ashes derived from Appalachian sources was 591 mg kg(-1) and significantly greater than in ashes from Illinois and Powder River basin coals (403 and 337 mg kg(-1), respectively). The fraction of critical REEs (Nd, Eu, Tb, Dy, Y, and Er) in the fly ashes was 34-38% of the total and considerably higher than in conventional ores (typically less than 15%). Powder River Basin ashes had the highest extractable REE content, with 70% of the total REE recovered by heated nitric acid digestion. This is likely due to the higher calcium content of Powder River Basin ashes, which enhances their solubility in nitric acid. Sc, Nd, and Dy were the major contributors to the total REE value in fly ash, based on their contents and recent market prices. Overall, this study shows that coal fly ash production could provide a substantial domestic supply of REEs, but the feasibility of recovery depends on the development of extraction technologies that could be tailored to the major mineral content and origins of the feed coal for the ash.",Fly ash; Coal; Rare earth; Combustion; Rare-earth element; Content (measure theory); Earth (classical element); Waste management; Environmental science; Coal combustion products; Chemistry; Environmental chemistry; Mineralogy; Engineering; Physics; Mathematics; Organic chemistry
https://openalex.org/W2940747732,Cryptic footprints of rare earth elements on natural resources and living organisms,2019,"Muhammad Adeel, Jie Yinn Lee, Muhammad Zain, Muhammad Rizwan, Aamir Nawab, Muhammad Arslan Ahmad, Muhammad Shafiq, Yi Hao, Ghulam Jilani, Rabia Javed, Robert Horton, Yukui Rui, Daniel C.W. Tsang, Baoshan Xing",Environment International,https://doi.org/10.1016/j.envint.2019.03.022,282,"Rare earth elements (REEs) are gaining attention due to rapid rise of modern industries and technological developments in their usage and residual fingerprinting. Cryptic entry of REEs in the natural resources and environment is significant; therefore, life on earth is prone to their nasty effects. Scientific sectors have expressed concerns over the entry of REEs into food chains, which ultimately influences their intake and metabolism in the living organisms. Extensive scientific collections and intensive look in to the latest explorations agglomerated in this document aim to depict the distribution of REEs in soil, sediments, surface waters and groundwater possibly around the globe. Furthermore, it draws attention towards potential risks of intensive industrialization and modern agriculture to the exposure of REEs, and their effects on living organisms. It also draws links of REEs usage and their footprints in natural resources with the major food chains involving plants, animals and humans. Scientific literature preferably spanning over the last five years was obtained online from the MEDLINE and other sources publishing the latest studies on REEs distribution, properties, usage, cycling and intrusion in the environment and food-chains. Distribution of REEs in agricultural soils, sediments, surface and ground water was drawn on the global map, together with transport pathways of REEs and their cycling in the natural resources. Fourteen REEs (Ce, Dy, Er, Eu, Gd, Ho, La, Lu, Nd, Pr, Sm, Tb, Th and Yb) were plighted in this study. Wide range of their concentrations has been detected in agricultural soils (<15.9–249.1 μg g−1) and in groundwater (<3.1–146.2 μg L−1) at various sites worldwide. They have strong tendency to accumulate in the human body, and thus associated with kidney stones. The REEs could also perturb the animal physiology, especially affecting the reproductive development in both terrestrial and aquatic animals. In plants, REEs might affect the germination, root and shoot development and flowering at concentration ranging from 0.4 to 150 mg kg−1. This review article precisely narrates the current status, sources, and potential effects of REEs on plants, animals, humans health. There are also a few examples where REEs have been used to benefit human health. However, still there is scarce information about threshold levels of REEs in the soil, aquatic, and terrestrial resources as well as living entities. Therefore, an aggressive effort is required for global action to generate more data on REEs. This implies we prescribe an urgent need for inter-disciplinary studies about REEs in order to identify their toxic effects on both ecosystems and organisms.",Food chain; Agriculture; Rare earth; Earth science; Natural (archaeology); Environmental science; Environmental chemistry; Chemistry; Geography; Ecology; Biology; Geology; Archaeology
https://openalex.org/W1880555926,Relationships between the trace element composition of sedimentary rocks and upper continental crust,2001,S. M. McLennan,Geochemistry Geophysics Geosystems,https://doi.org/10.1029/2000gc000109,2420,"Estimates of the average composition of various Precambrian shields and a variety of estimates of the average composition of upper continental crust show considerable disagreement for a number of trace elements, including Ti, Nb, Ta, Cs, Cr, Ni, V, and Co. For these elements and others that are carried predominantly in terrigenous sediment, rather than in solution (and ultimately into chemical sediment), during the erosion of continents the La/element ratio is relatively uniform in clastic sediments. Since the average rare earth element (REE) pattern of terrigenous sediment is widely accepted to reflect the upper continental crust, such correlations provide robust estimates of upper crustal abundances for these trace elements directly from the sedimentary data. Suggested revisions to the upper crustal abundances of Taylor and McLennan [1985] are as follows (all in parts per million): Sc = 13.6, Ti = 4100, V = 107, Cr = 83, Co = 17, Ni = 44, Nb = 12, Cs = 4.6, Ta = 1.0, and Pb = 17. The upper crustal abundances of Rb, Zr, Ba, Hf, and Th were also directly reevaluated and K, U, and Rb indirectly evaluated (by assuming Th/U, K/U, and K/Rb ratios), and no revisions are warranted for these elements. In the models of crustal composition proposed by Taylor and McLennan [1985] the lower continental crust (75% of the entire crust) is determined by subtraction of the upper crust (25%) from a model composition for the bulk crust, and accordingly, these changes also necessitate revisions to lower crustal abundances for these elements.",Terrigenous sediment; Geology; Continental crust; Crust; Geochemistry; Sedimentary rock; Trace element; Clastic rock; Rare-earth element; Precambrian; Continental margin; Mineralogy; Paleontology; Rare earth; Tectonics
https://openalex.org/W2737225318,Rare Earth Element Deposits of Alkaline Igneous Rocks,2017,J. Dostál,Resources,https://doi.org/10.3390/resources6030034,229,"Alkaline igneous complexes host deposits of rare earth elements (REE), which represent one of the most economically important resources of heavy REE and Yttrium (Y). The hosts are differentiated rocks ranging from nepheline syenites and trachytes to peralkaline granites. These complexes usually occur in continental within-plate tectonic settings associated with rifts, faults, or hotspot magmatism. The REE mineralization is found in layered alkaline complexes, granitic stocks, and late-stages dikes and rarely trachytic volcanic and volcaniclastic deposits. The bulk of REE is present in accessory minerals, which can reach percentage levels in mineralized zones. The mineralization contains various REE-bearing minerals that can display complex replacement textures. Main REE minerals present in these deposits are bastnäsite, eudialyte, loparite, gittinsite, xenotime, monazite, zircon, and fergusonite. The parent magmas of alkaline igneous complexes are derived from partial melts of mantle sources. Protracted fractional crystallization of the magma led to an enrichment in REE, particularly in the late stages of magma evolution. The primary magmatic mineralization is commonly overprinted (remobilized and enriched) by late magmatic to hydrothermal fluids. Elevated abundances of U and Th in the deposits make a gamma-ray (radiometric) survey an important exploration tool, but also represent a significant environmental challenge for exploitation.",Peralkaline rock; Geochemistry; Geology; Igneous rock; Carbonatite; Zircon; Nepheline syenite; Magmatism; Trachyte; Fractional crystallization (geology); Pyroclastic rock; Mineralization (soil science); Basalt; Dike; Alkali basalt; Allanite; Monazite; Volcanic rock; Mantle (geology); Volcano; Tectonics
